chr	source	feature	start	end	score	strand	frame	group	log_RPKM	expression
chr19	.	miRNA	52725273	52725351	.	+	.	Name=hsa-mir-6801;ID=MI0022646	0.101957037358707	0
chr19	.	miRNA	54169933	54170016	.	+	.	Name=hsa-mir-512-1;ID=MI0003140	1.01702016414717	1
chr19	.	miRNA	54172411	54172508	.	+	.	Name=hsa-mir-512-2;ID=MI0003141	1.01702016414717	1
chr19	.	miRNA	54182257	54182339	.	+	.	Name=hsa-mir-515-1;ID=MI0003144	0.747580612348468	0
chr19	.	miRNA	54183194	54183277	.	+	.	Name=hsa-mir-519e;ID=MI0003145	0.101957037358707	0
chr19	.	miRNA	54185413	54185499	.	+	.	Name=hsa-mir-520f;ID=MI0003146	0.101957037358707	0
chr19	.	miRNA	54188263	54188345	.	+	.	Name=hsa-mir-515-2;ID=MI0003147	0.747580612348468	0
chr19	.	miRNA	54189723	54189809	.	+	.	Name=hsa-mir-519c;ID=MI0003148	0.101957037358707	0
chr19	.	miRNA	54194135	54194219	.	+	.	Name=hsa-mir-520a;ID=MI0003149	0.101957037358707	0
chr19	.	miRNA	54197647	54197729	.	+	.	Name=hsa-mir-526b;ID=MI0003150	0.101957037358707	0
chr19	.	miRNA	54198467	54198547	.	+	.	Name=hsa-mir-519b;ID=MI0003151	0.101957037358707	0
chr19	.	miRNA	54200787	54200871	.	+	.	Name=hsa-mir-525;ID=MI0003152	0.101957037358707	0
chr19	.	miRNA	54201639	54201725	.	+	.	Name=hsa-mir-523;ID=MI0003153	0.509464810949201	0
chr19	.	miRNA	54203269	54203355	.	+	.	Name=hsa-mir-518f;ID=MI0003154	0.505375298960379	0
chr19	.	miRNA	54210707	54210793	.	+	.	Name=hsa-mir-520c;ID=MI0003158	0.505375298960379	0
chr19	.	miRNA	54211989	54212089	.	+	.	Name=hsa-mir-518c;ID=MI0003159	0.0575052747878735	0
chr19	.	miRNA	54214256	54214342	.	+	.	Name=hsa-mir-524;ID=MI0003160	0.101957037358707	0
chr19	.	miRNA	54215522	54215608	.	+	.	Name=hsa-mir-517a;ID=MI0003161	0.101957037358707	0
chr19	.	miRNA	54216601	54216688	.	+	.	Name=hsa-mir-519d;ID=MI0003162	0.0149456603690776	0
chr19	.	miRNA	54223350	54223436	.	+	.	Name=hsa-mir-520d;ID=MI0003164	0.1484770529936	0
chr19	.	miRNA	54224330	54224396	.	+	.	Name=hsa-mir-517b;ID=MI0003165	0.101957037358707	0
chr19	.	miRNA	54225420	54225509	.	+	.	Name=hsa-mir-520g;ID=MI0003166	0.0149456603690776	0
chr19	.	miRNA	54228696	54228780	.	+	.	Name=hsa-mir-516b-2;ID=MI0003167	0.600685478764704	0
chr19	.	miRNA	54233092	54233179	.	+	.	Name=hsa-mir-518e;ID=MI0003169	0.101957037358707	0
chr19	.	miRNA	54234260	54234344	.	+	.	Name=hsa-mir-518a-1;ID=MI0003170	0.551895314595272	0
chr19	.	miRNA	54238131	54238217	.	+	.	Name=hsa-mir-518d;ID=MI0003171	0.505375298960379	0
chr19	.	miRNA	54240099	54240188	.	+	.	Name=hsa-mir-516b-1;ID=MI0003172	1.10987060346621	1
chr19	.	miRNA	54242587	54242673	.	+	.	Name=hsa-mir-518a-2;ID=MI0003173	0.551895314595272	0
chr19	.	miRNA	54244567	54244661	.	+	.	Name=hsa-mir-517c;ID=MI0003174	0.101957037358707	0
chr19	.	miRNA	54254465	54254551	.	+	.	Name=hsa-mir-522;ID=MI0003177	0.101957037358707	0
chr19	.	miRNA	54255651	54255735	.	+	.	Name=hsa-mir-519a-1;ID=MI0003178	0.795104217918653	0
chr19	.	miRNA	54259995	54260084	.	+	.	Name=hsa-mir-516a-1;ID=MI0003180	2.59292935858435	1
chr19	.	miRNA	54264387	54264476	.	+	.	Name=hsa-mir-516a-2;ID=MI0003181	2.59292935858435	1
chr19	.	miRNA	54265598	54265684	.	+	.	Name=hsa-mir-519a-2;ID=MI0003182	0.795104217918653	0
chr19	.	miRNA	54290929	54290995	.	+	.	Name=hsa-mir-371a;ID=MI0000779	0.101957037358707	0
chr19	.	miRNA	54290931	54290996	.	-	.	Name=hsa-mir-371b;ID=MI0017393	0.101957037358707	0
chr19	.	miRNA	54291144	54291210	.	+	.	Name=hsa-mir-372;ID=MI0000780	0.0575052747878735	0
chr19	.	miRNA	54291959	54292027	.	+	.	Name=hsa-mir-373;ID=MI0000781	0.101957037358707	0
chr19	.	miRNA	55742253	55742320	.	-	.	Name=hsa-mir-6804;ID=MI0022649	0.505375298960379	0
chr19	.	miRNA	55751280	55751344	.	-	.	Name=hsa-mir-6802;ID=MI0022647	1.06108043929678	1
chr19	.	miRNA	55756554	55756618	.	-	.	Name=hsa-mir-6803;ID=MI0022648	0.101957037358707	0
chr19	.	miRNA	55899549	55899610	.	+	.	Name=hsa-mir-6805;ID=MI0022650	0.101957037358707	0
chr19	.	miRNA	58846054	58846117	.	+	.	Name=hsa-mir-6806;ID=MI0022651	1.44072779290841	1
chr19	.	miRNA	59061652	59061743	.	+	.	Name=hsa-mir-6807;ID=MI0022652	1.60398758762849	1
chr2	.	miRNA	6114794	6114864	.	+	.	Name=hsa-mir-7158;ID=MI0023618	0.101957037358707	0
chr2	.	miRNA	12339256	12339327	.	+	.	Name=hsa-mir-3681;ID=MI0016082	0.101957037358707	0
chr2	.	miRNA	19548190	19548266	.	+	.	Name=hsa-mir-4757;ID=MI0017398	0.509464810949201	0
chr2	.	miRNA	25551509	25551590	.	-	.	Name=hsa-mir-1301;ID=MI0003815	1.70647546138111	1
chr2	.	miRNA	54076259	54076342	.	-	.	Name=hsa-mir-3682;ID=MI0016083	1.89371650658676	1
chr2	.	miRNA	56216085	56216194	.	-	.	Name=hsa-mir-216a;ID=MI0000292	2.77207859135011	1
chr2	.	miRNA	56227849	56227930	.	-	.	Name=hsa-mir-216b;ID=MI0005569	3.75584934629637	2
chr2	.	miRNA	64567881	64567982	.	-	.	Name=hsa-mir-4433b;ID=MI0025511	0.1484770529936	0
chr2	.	miRNA	64567893	64567973	.	+	.	Name=hsa-mir-4433;ID=MI0016773	0.1484770529936	0
chr2	.	miRNA	66585381	66585460	.	-	.	Name=hsa-mir-4778;ID=MI0017422	0.101957037358707	0
chr2	.	miRNA	69330814	69330887	.	+	.	Name=hsa-mir-3126;ID=MI0014143	2.93336455794555	1
chr2	.	miRNA	70480050	70480137	.	-	.	Name=hsa-mir-1285-2;ID=MI0006347	0.101957037358707	0
chr2	.	miRNA	75317939	75318041	.	+	.	Name=hsa-mir-5000;ID=MI0017866	3.25778212264861	2
chr2	.	miRNA	97464015	97464090	.	+	.	Name=hsa-mir-3127;ID=MI0014144	0.101957037358707	0
chr2	.	miRNA	103048749	103048826	.	+	.	Name=hsa-mir-4772;ID=MI0017414	0.101957037358707	0
chr2	.	miRNA	110844010	110844100	.	-	.	Name=hsa-mir-4436b-1;ID=MI0017425	0.101957037358707	0
chr2	.	miRNA	111042430	111042520	.	+	.	Name=hsa-mir-4436b-2;ID=MI0019110	0.101957037358707	0
chr2	.	miRNA	114478867	114478945	.	-	.	Name=hsa-mir-4782;ID=MI0017427	0.795104217918653	0
chr2	.	miRNA	128181113	128181194	.	-	.	Name=hsa-mir-4783;ID=MI0017428	1.01456042366189	1
chr2	.	miRNA	134884696	134884763	.	+	.	Name=hsa-mir-3679;ID=MI0016080	0.101957037358707	0
chr2	.	miRNA	135615390	135615443	.	+	.	Name=hsa-mir-5590;ID=MI0019150	0.1484770529936	0
chr2	.	miRNA	136422967	136423048	.	+	.	Name=hsa-mir-128-1;ID=MI0000447	8.55570875991952	2
chr2	.	miRNA	141344195	141344254	.	-	.	Name=hsa-mir-7157;ID=MI0023617	0.505375298960379	0
chr2	.	miRNA	160043346	160043412	.	+	.	Name=hsa-mir-6888;ID=MI0022735	1.90257281391548	1
chr2	.	miRNA	169439453	169439528	.	+	.	Name=hsa-mir-4774;ID=MI0017417	0.101957037358707	0
chr2	.	miRNA	177015031	177015140	.	+	.	Name=hsa-mir-10b;ID=MI0000267	2.17832673603919	1
chr2	.	miRNA	178178534	178178610	.	-	.	Name=hsa-mir-6512;ID=MI0022224	0.101957037358707	0
chr2	.	miRNA	189162219	189162315	.	+	.	Name=hsa-mir-561;ID=MI0003567	1.19647143483872	1
chr2	.	miRNA	189842819	189842887	.	-	.	Name=hsa-mir-1245b;ID=MI0017431	0.101957037358707	0
chr2	.	miRNA	189860356	189860418	.	+	.	Name=hsa-mir-3606;ID=MI0015996	0.1484770529936	0
chr2	.	miRNA	189997762	189997837	.	-	.	Name=hsa-mir-3129;ID=MI0014146	0.101957037358707	0
chr2	.	miRNA	207647958	207648032	.	-	.	Name=hsa-mir-3130-1;ID=MI0014147	1.85155076439281	1
chr2	.	miRNA	207647958	207648032	.	+	.	Name=hsa-mir-3130-2;ID=MI0014148	1.85155076439281	1
chr2	.	miRNA	207974711	207974797	.	-	.	Name=hsa-mir-2355;ID=MI0015873	3.01923027332577	1
chr2	.	miRNA	208031124	208031222	.	+	.	Name=hsa-mir-7845;ID=MI0025515	0.1484770529936	0
chr2	.	miRNA	213290987	213291084	.	-	.	Name=hsa-mir-548f-2;ID=MI0006375	0.248560511550583	0
chr2	.	miRNA	213790981	213791060	.	-	.	Name=hsa-mir-4776-2;ID=MI0017420	0.101957037358707	0
chr2	.	miRNA	213790981	213791060	.	+	.	Name=hsa-mir-4776-1;ID=MI0017419	0.101957037358707	0
chr2	.	miRNA	218765236	218765351	.	-	.	Name=hsa-mir-6809;ID=MI0022654	0.101957037358707	0
chr2	.	miRNA	219144848	219144911	.	-	.	Name=hsa-mir-6513;ID=MI0022225	2.77674006408754	1
chr2	.	miRNA	219206634	219206703	.	+	.	Name=hsa-mir-6810;ID=MI0022655	0.0575052747878735	0
chr2	.	miRNA	219267369	219267445	.	+	.	Name=hsa-mir-26b;ID=MI0000084	10.3298069732316	2
chr2	.	miRNA	220158833	220158922	.	-	.	Name=hsa-mir-153-1;ID=MI0000463	3.28128802251257	2
chr2	.	miRNA	232227419	232227504	.	+	.	Name=hsa-mir-4777;ID=MI0017421	1.80614731409844	1
chr2	.	miRNA	233415184	233415283	.	-	.	Name=hsa-mir-5001;ID=MI0017867	2.40624810181658	1
chr2	.	miRNA	238419574	238419631	.	+	.	Name=hsa-mir-6811;ID=MI0022656	0.101957037358707	0
chr2	.	miRNA	240273419	240273499	.	-	.	Name=hsa-mir-2467;ID=MI0017432	1.3520875757193	1
chr2	.	miRNA	240882432	240882511	.	-	.	Name=hsa-mir-4786;ID=MI0017433	1.491313834149	1
chr2	.	miRNA	241395418	241395506	.	+	.	Name=hsa-mir-149;ID=MI0000478	6.55470302274419	2
chr20	.	miRNA	1373544	1373605	.	-	.	Name=hsa-mir-6869;ID=MI0022716	0.795104217918653	0
chr20	.	miRNA	2633423	2633488	.	+	.	Name=hsa-mir-1292;ID=MI0006433	0.101957037358707	0
chr20	.	miRNA	3898141	3898218	.	+	.	Name=hsa-mir-103a-2;ID=MI0000108	10.5443441691569	2
chr20	.	miRNA	10630284	10630343	.	-	.	Name=hsa-mir-6870;ID=MI0022717	0.604774990753526	0
chr20	.	miRNA	18451259	18451335	.	+	.	Name=hsa-mir-3192;ID=MI0014237	0.101957037358707	0
chr20	.	miRNA	32636925	32636996	.	+	.	Name=hsa-mir-4755;ID=MI0017395	0.798166653589054	0
chr20	.	miRNA	33578179	33578300	.	+	.	Name=hsa-mir-499a;ID=MI0003183	6.73242166744906	2
chr20	.	miRNA	33578203	33578275	.	-	.	Name=hsa-mir-499b;ID=MI0017396	0.101957037358707	0
chr20	.	miRNA	37145206	37145275	.	+	.	Name=hsa-mir-548o-2;ID=MI0016746	3.23584972994219	2
chr20	.	miRNA	39797663	39797718	.	+	.	Name=hsa-mir-6871;ID=MI0022718	0.101957037358707	0
chr20	.	miRNA	44054150	44054213	.	+	.	Name=hsa-mir-6812;ID=MI0022657	0.460923536389545	0
chr20	.	miRNA	44333741	44333819	.	-	.	Name=hsa-mir-3617;ID=MI0016007	0.798166653589054	0
chr20	.	miRNA	45795609	45795700	.	+	.	Name=hsa-mir-3616;ID=MI0016006	0.101957037358707	0
chr20	.	miRNA	50069442	50069514	.	-	.	Name=hsa-mir-3194;ID=MI0014239	0.101957037358707	0
chr20	.	miRNA	52684947	52685024	.	-	.	Name=hsa-mir-4756;ID=MI0017397	0.101957037358707	0
chr20	.	miRNA	57392670	57392749	.	-	.	Name=hsa-mir-296;ID=MI0000747	0.101957037358707	0
chr20	.	miRNA	60907543	60907613	.	-	.	Name=hsa-mir-4758;ID=MI0017399	0.0575052747878735	0
chr20	.	miRNA	61162119	61162220	.	+	.	Name=hsa-mir-133a-2;ID=MI0000451	0.505375298960379	0
chr20	.	miRNA	61809852	61809938	.	+	.	Name=hsa-mir-124-3;ID=MI0000445	1.06844158385701	1
chr20	.	miRNA	62572818	62572897	.	-	.	Name=hsa-mir-1914;ID=MI0008335	0.505375298960379	0
chr20	.	miRNA	62708308	62708363	.	-	.	Name=hsa-mir-6813;ID=MI0022658	0.792032374919302	0
chr21	.	miRNA	14778705	14778781	.	-	.	Name=hsa-mir-3156-3;ID=MI0014242	0.101957037358707	0
chr21	.	miRNA	17911409	17911489	.	+	.	Name=hsa-mir-99a;ID=MI0000101	11.5622333909604	2
chr21	.	miRNA	17912148	17912231	.	+	.	Name=hsa-let-7c;ID=MI0000064	9.91149304607662	2
chr21	.	miRNA	17962557	17962645	.	+	.	Name=hsa-mir-125b-2;ID=MI0000470	8.28635966016568	2
chr21	.	miRNA	20058408	20058482	.	-	.	Name=hsa-mir-548x;ID=MI0014244	0.101957037358707	0
chr21	.	miRNA	26946292	26946356	.	+	.	Name=hsa-mir-155;ID=MI0000681	0.795104217918653	0
chr21	.	miRNA	34922968	34923034	.	+	.	Name=hsa-mir-6501;ID=MI0022213	0.509464810949201	0
chr21	.	miRNA	40818936	40818995	.	+	.	Name=hsa-mir-6508;ID=MI0022220	0.101957037358707	0
chr21	.	miRNA	41584279	41584358	.	-	.	Name=hsa-mir-4760;ID=MI0017401	0.101957037358707	0
chr21	.	miRNA	43166932	43167001	.	-	.	Name=hsa-mir-6814;ID=MI0022659	0.505375298960379	0
chr21	.	miRNA	46898180	46898240	.	+	.	Name=hsa-mir-6815;ID=MI0022660	0.101957037358707	0
chr22	.	miRNA	19951276	19951357	.	+	.	Name=hsa-mir-4761;ID=MI0017402	1.93613863103356	1
chr22	.	miRNA	20020662	20020743	.	+	.	Name=hsa-mir-185;ID=MI0000482	7.9013383506986	2
chr22	.	miRNA	20073581	20073665	.	+	.	Name=hsa-mir-1306;ID=MI0006443	2.49739559111896	1
chr22	.	miRNA	20102209	20102274	.	-	.	Name=hsa-mir-6816;ID=MI0022661	0.197267217163032	0
chr22	.	miRNA	22007593	22007674	.	+	.	Name=hsa-mir-130b;ID=MI0000748	5.99843658324833	2
chr22	.	miRNA	23228447	23228559	.	+	.	Name=hsa-mir-5571;ID=MI0019115	0.197267217163032	0
chr22	.	miRNA	25851613	25851678	.	+	.	Name=hsa-mir-6817;ID=MI0022662	0.101957037358707	0
chr22	.	miRNA	26951178	26951289	.	-	.	Name=hsa-mir-548j;ID=MI0006345	2.58686368714671	1
chr22	.	miRNA	30403038	30403102	.	+	.	Name=hsa-mir-6818;ID=MI0022663	2.40638071694631	1
chr22	.	miRNA	31127544	31127628	.	+	.	Name=hsa-mir-3200;ID=MI0014249	2.95941454325912	1
chr22	.	miRNA	31556048	31556105	.	-	.	Name=hsa-mir-3928;ID=MI0016438	1.01947386915187	1
chr22	.	miRNA	32017453	32017517	.	-	.	Name=hsa-mir-7109;ID=MI0022960	0.101957037358707	0
chr22	.	miRNA	33832568	33832655	.	-	.	Name=hsa-mir-4764;ID=MI0017405	0.101957037358707	0
chr22	.	miRNA	36682893	36682953	.	-	.	Name=hsa-mir-6819;ID=MI0022664	0.509464810949201	0
chr22	.	miRNA	38243685	38243781	.	-	.	Name=hsa-mir-659;ID=MI0003683	2.11808615781998	1
chr22	.	miRNA	38363570	38363631	.	+	.	Name=hsa-mir-6820;ID=MI0022665	0.890414397722978	0
chr22	.	miRNA	41209887	41209962	.	-	.	Name=hsa-mir-4766;ID=MI0017407	4.50675753102632	2
chr22	.	miRNA	41648996	41649054	.	-	.	Name=hsa-mir-6889;ID=MI0022736	0.101957037358707	0
chr22	.	miRNA	42296948	42297016	.	+	.	Name=hsa-mir-33a;ID=MI0000091	8.12282840526519	2
chr22	.	miRNA	46156404	46156478	.	+	.	Name=hsa-mir-4762;ID=MI0017403	0.798166653589054	0
chr22	.	miRNA	46486924	46487006	.	+	.	Name=hsa-mir-3619;ID=MI0016009	3.72408719497484	2
chr22	.	miRNA	46508629	46508702	.	+	.	Name=hsa-let-7a-3;ID=MI0000062	11.3254668100542	2
chr22	.	miRNA	46509446	46509537	.	+	.	Name=hsa-mir-4763;ID=MI0017404	0.505375298960379	0
chr22	.	miRNA	46509566	46509648	.	+	.	Name=hsa-let-7b;ID=MI0000063	8.26077527914976	2
chr22	.	miRNA	49937041	49937114	.	-	.	Name=hsa-mir-3667;ID=MI0016068	0.101957037358707	0
chr22	.	miRNA	50356514	50356587	.	+	.	Name=hsa-mir-6821;ID=MI0022666	0.101957037358707	0
chr3	.	miRNA	5291862	5291940	.	-	.	Name=hsa-mir-4790;ID=MI0017437	0.1484770529936	0
chr3	.	miRNA	10436173	10436246	.	-	.	Name=hsa-mir-885;ID=MI0005560	0.101957037358707	0
chr3	.	miRNA	32547775	32547881	.	-	.	Name=hsa-mir-548ay;ID=MI0022210	1.35032876456983	1
chr3	.	miRNA	35785968	35786051	.	+	.	Name=hsa-mir-128-2;ID=MI0000727	8.46723265358079	2
chr3	.	miRNA	38010895	38010971	.	+	.	Name=hsa-mir-26a-1;ID=MI0000083	11.0285236988553	2
chr3	.	miRNA	39179697	39179757	.	+	.	Name=hsa-mir-6822;ID=MI0022667	0.101957037358707	0
chr3	.	miRNA	44155704	44155802	.	+	.	Name=hsa-mir-138-1;ID=MI0000476	6.67589451647363	2
chr3	.	miRNA	47891045	47891119	.	+	.	Name=hsa-mir-1226;ID=MI0006313	4.18061178486428	2
chr3	.	miRNA	48357850	48357949	.	-	.	Name=hsa-mir-2115;ID=MI0010634	0.101957037358707	0
chr3	.	miRNA	48587394	48587454	.	-	.	Name=hsa-mir-6823;ID=MI0022668	0.1484770529936	0
chr3	.	miRNA	48671069	48671131	.	-	.	Name=hsa-mir-6824;ID=MI0022669	0.101957037358707	0
chr3	.	miRNA	48681627	48681713	.	-	.	Name=hsa-mir-4793;ID=MI0017440	0.708092840929023	0
chr3	.	miRNA	49057581	49057667	.	-	.	Name=hsa-mir-425;ID=MI0001448	9.24324449760393	2
chr3	.	miRNA	49058051	49058142	.	-	.	Name=hsa-mir-191;ID=MI0000465	10.3817497129511	2
chr3	.	miRNA	49137287	49137347	.	-	.	Name=hsa-mir-6890;ID=MI0022737	0.197267217163032	0
chr3	.	miRNA	50310667	50310728	.	+	.	Name=hsa-mir-6872;ID=MI0022719	2.39244494799276	1
chr3	.	miRNA	50712511	50712594	.	+	.	Name=hsa-mir-4787;ID=MI0017434	0.0575052747878735	0
chr3	.	miRNA	52302294	52302377	.	-	.	Name=hsa-let-7g;ID=MI0000433	13.4268628009052	2
chr3	.	miRNA	52328235	52328324	.	-	.	Name=hsa-mir-135a-1;ID=MI0000452	0.509464810949201	0
chr3	.	miRNA	69098109	69098186	.	-	.	Name=hsa-mir-3136;ID=MI0014158	2.04874312544369	1
chr3	.	miRNA	87275339	87275427	.	-	.	Name=hsa-mir-4795;ID=MI0017442	1.48671665650589	1
chr3	.	miRNA	109321675	109321744	.	+	.	Name=hsa-mir-4445;ID=MI0016788	0.101957037358707	0
chr3	.	miRNA	113313723	113313789	.	+	.	Name=hsa-mir-4446;ID=MI0016789	0.101957037358707	0
chr3	.	miRNA	114462292	114462372	.	-	.	Name=hsa-mir-4796;ID=MI0017443	4.45211623906738	2
chr3	.	miRNA	122880641	122880726	.	+	.	Name=hsa-mir-7110;ID=MI0022961	0.101957037358707	0
chr3	.	miRNA	123851776	123851872	.	+	.	Name=hsa-mir-5002;ID=MI0017868	0.101957037358707	0
chr3	.	miRNA	127294109	127294174	.	-	.	Name=hsa-mir-6825;ID=MI0022670	0.101957037358707	0
chr3	.	miRNA	128990989	128991086	.	+	.	Name=hsa-mir-6826;ID=MI0022671	1.01702016414717	1
chr3	.	miRNA	134086646	134086704	.	-	.	Name=hsa-mir-6827;ID=MI0022672	0.101957037358707	0
chr3	.	miRNA	160122376	160122473	.	+	.	Name=hsa-mir-15b;ID=MI0000438	12.6007312930136	2
chr3	.	miRNA	160122533	160122613	.	+	.	Name=hsa-mir-16-2;ID=MI0000115	14.7604586809545	2
chr3	.	miRNA	168269642	168269737	.	+	.	Name=hsa-mir-551b;ID=MI0003575	0.505375298960379	0
chr3	.	miRNA	170140891	170140950	.	+	.	Name=hsa-mir-6828;ID=MI0022673	0.1484770529936	0
chr3	.	miRNA	175087329	175087410	.	+	.	Name=hsa-mir-4789;ID=MI0017436	1.01947386915187	1
chr3	.	miRNA	183959193	183959277	.	+	.	Name=hsa-mir-1224;ID=MI0003764	0.604774990753526	0
chr3	.	miRNA	184970998	184971060	.	-	.	Name=hsa-mir-5588;ID=MI0019147	0.600685478764704	0
chr3	.	miRNA	185485635	185485692	.	-	.	Name=hsa-mir-548aq;ID=MI0019130	0.509464810949201	0
chr3	.	miRNA	188406569	188406654	.	+	.	Name=hsa-mir-28;ID=MI0000086	9.7937342004608	2
chr3	.	miRNA	195426272	195426368	.	+	.	Name=hsa-mir-570;ID=MI0003577	6.04245124593593	2
chr3	.	miRNA	195609200	195609266	.	-	.	Name=hsa-mir-6829;ID=MI0022674	0.197267217163032	0
chr3	.	miRNA	197020749	197020819	.	-	.	Name=hsa-mir-4797;ID=MI0017444	1.24913200714404	1
chr4	.	miRNA	2251804	2251883	.	-	.	Name=hsa-mir-4800;ID=MI0017448	0.197267217163032	0
chr4	.	miRNA	7312177	7312251	.	+	.	Name=hsa-mir-4798;ID=MI0017445	1.3520875757193	1
chr4	.	miRNA	8007028	8007108	.	-	.	Name=hsa-mir-95;ID=MI0000097	9.48133627161957	2
chr4	.	miRNA	20529898	20530007	.	+	.	Name=hsa-mir-218-1;ID=MI0000294	8.88964463734849	2
chr4	.	miRNA	36427988	36428050	.	-	.	Name=hsa-mir-1255b-1;ID=MI0006435	0.101957037358707	0
chr4	.	miRNA	38869653	38869748	.	+	.	Name=hsa-mir-574;ID=MI0003581	1.71139494979281	1
chr4	.	miRNA	39413530	39413594	.	+	.	Name=hsa-mir-5591;ID=MI0019151	0.1484770529936	0
chr4	.	miRNA	40504057	40504136	.	-	.	Name=hsa-mir-4802;ID=MI0017450	5.32015525613599	2
chr4	.	miRNA	77496704	77496779	.	+	.	Name=hsa-mir-548ah;ID=MI0016796	1.94431768920821	1
chr4	.	miRNA	110409854	110409951	.	+	.	Name=hsa-mir-576;ID=MI0003583	5.01343850884518	2
chr4	.	miRNA	113569030	113569097	.	-	.	Name=hsa-mir-367;ID=MI0000775	0.505375298960379	0
chr4	.	miRNA	113569160	113569227	.	-	.	Name=hsa-mir-302d;ID=MI0000774	1.01947386915187	1
chr4	.	miRNA	113569339	113569407	.	-	.	Name=hsa-mir-302a;ID=MI0000738	2.13387497346836	1
chr4	.	miRNA	113569519	113569586	.	-	.	Name=hsa-mir-302c;ID=MI0000773	2.73750291794149	1
chr4	.	miRNA	113569641	113569713	.	-	.	Name=hsa-mir-302b;ID=MI0000772	4.71580130005365	2
chr4	.	miRNA	147329735	147329840	.	+	.	Name=hsa-mir-7849;ID=MI0025519	0.101957037358707	0
chr4	.	miRNA	148265781	148265869	.	-	.	Name=hsa-mir-548g;ID=MI0006395	0.101957037358707	0
chr4	.	miRNA	148703746	148703819	.	+	.	Name=hsa-mir-4799;ID=MI0017446	1.60262069203436	1
chr4	.	miRNA	153410479	153410568	.	-	.	Name=hsa-mir-3140;ID=MI0014163	0.798166653589054	0
chr4	.	miRNA	160049954	160050046	.	-	.	Name=hsa-mir-3688-1;ID=MI0016089	0.101957037358707	0
chr4	.	miRNA	160049957	160050043	.	+	.	Name=hsa-mir-3688-2;ID=MI0017447	0.101957037358707	0
chr4	.	miRNA	174189311	174189384	.	+	.	Name=hsa-mir-548t;ID=MI0014164	1.30763581314847	1
chr5	.	miRNA	15935291	15935369	.	+	.	Name=hsa-mir-887;ID=MI0005562	0.101957037358707	0
chr5	.	miRNA	32394484	32394581	.	-	.	Name=hsa-mir-579;ID=MI0003586	3.12013516016315	2
chr5	.	miRNA	36147994	36148090	.	-	.	Name=hsa-mir-580;ID=MI0003587	5.14775389152329	2
chr5	.	miRNA	54466474	54466570	.	-	.	Name=hsa-mir-449b;ID=MI0003673	1.48978378862737	1
chr5	.	miRNA	54468090	54468181	.	-	.	Name=hsa-mir-449c;ID=MI0003823	1.71578249395816	1
chr5	.	miRNA	58999432	58999529	.	-	.	Name=hsa-mir-582;ID=MI0003589	9.14692075113206	2
chr5	.	miRNA	72174418	72174490	.	+	.	Name=hsa-mir-4804;ID=MI0017452	1.76036566378549	1
chr5	.	miRNA	85916314	85916392	.	+	.	Name=hsa-mir-3607;ID=MI0015997	7.75573985596514	2
chr5	.	miRNA	87962671	87962757	.	-	.	Name=hsa-mir-9-2;ID=MI0000467	4.72777145357309	2
chr5	.	miRNA	92956402	92956494	.	-	.	Name=hsa-mir-2277;ID=MI0011284	2.93119325643503	1
chr5	.	miRNA	109849530	109849616	.	-	.	Name=hsa-mir-548f-3;ID=MI0006376	0.248560511550583	0
chr5	.	miRNA	128433381	128433459	.	+	.	Name=hsa-mir-4633;ID=MI0017260	0.1484770529936	0
chr5	.	miRNA	131553542	131553611	.	-	.	Name=hsa-mir-6830;ID=MI0022675	0.101957037358707	0
chr5	.	miRNA	136983261	136983338	.	-	.	Name=hsa-mir-874;ID=MI0005532	3.59529952220869	2
chr5	.	miRNA	139943256	139943336	.	-	.	Name=hsa-mir-6831;ID=MI0022676	0.101957037358707	0
chr5	.	miRNA	143059425	143059536	.	+	.	Name=hsa-mir-5197;ID=MI0018176	0.0575052747878735	0
chr5	.	miRNA	148441876	148441972	.	-	.	Name=hsa-mir-584;ID=MI0003591	2.17986383706583	1
chr5	.	miRNA	148808481	148808586	.	+	.	Name=hsa-mir-143;ID=MI0000459	2.96538401820719	1
chr5	.	miRNA	148810209	148810296	.	+	.	Name=hsa-mir-145;ID=MI0000461	1.01702016414717	1
chr5	.	miRNA	149112388	149112453	.	+	.	Name=hsa-mir-378a;ID=MI0000786	9.03775495221016	2
chr5	.	miRNA	150901648	150901709	.	-	.	Name=hsa-mir-6499;ID=MI0022209	0.101957037358707	0
chr5	.	miRNA	159912359	159912457	.	+	.	Name=hsa-mir-146a;ID=MI0000477	1.19852247952032	1
chr5	.	miRNA	167987901	167987978	.	-	.	Name=hsa-mir-103a-1;ID=MI0000109	10.5344154271839	2
chr5	.	miRNA	168195151	168195260	.	-	.	Name=hsa-mir-218-2;ID=MI0000295	8.88673538479852	2
chr5	.	miRNA	168690605	168690698	.	-	.	Name=hsa-mir-585;ID=MI0003592	0.197267217163032	0
chr5	.	miRNA	170813660	170813764	.	-	.	Name=hsa-mir-3912;ID=MI0016416	4.89681771751697	2
chr5	.	miRNA	172089168	172089266	.	+	.	Name=hsa-mir-5003;ID=MI0017869	1.01456042366189	1
chr5	.	miRNA	175794949	175795034	.	+	.	Name=hsa-mir-1271;ID=MI0003814	0.509464810949201	0
chr5	.	miRNA	179225278	179225346	.	-	.	Name=hsa-mir-1229;ID=MI0006319	0.418363921970749	0
chr5	.	miRNA	179442303	179442397	.	-	.	Name=hsa-mir-340;ID=MI0000802	9.64130620726042	2
